-47.96050, -15.80808, "[80350-]"
-35.15333, -6.36986, "[80355-]"
-48.77917, -17.71553, "[80387-]"
-48.77908, -17.71547, "[80388-]"
-44.90953, -22.62214, "[80393-]"
-48.19686, -15.71814, "[80394-]"
-47.98808, -15.81147, "[80423-]"
-49.21306, -26.87050, "[80434-]"
-49.21322, -26.87056, "[80435-]"
-48.69897, -26.85603, "[80437-]"
-48.69889, -26.85603, "[80438-]"
-48.67347, -26.86989, "[80439-]"
-48.67356, -26.86983, "[80440-]"
-48.01669, -15.81908, "[80451-]"
-47.70850, -15.61664, "[80452-]"
-47.70194, -15.61269, "[80453-]"
-47.70619, -15.61536, "[80454-]"
-47.99183, -15.81097, "[80455-]"
-35.24956, -5.89042, "[80487-]"
-50.56439, -27.31286, "[80498-]"
-53.06464, -26.08956, "[80532-]"
-53.06461, -26.08953, "[80533-]"
-49.35581, -16.65947, "[80567-]"
-50.96589, -27.33608, "[80583-]"
-43.84978, -22.66608, "[80590-]"
-49.23697, -16.77975, "[80601-]"
-49.78100, -27.28608, "[80685-]"
-49.78108, -27.28608, "[80686-]"
-49.71108, -27.25656, "[80687-]"
-49.71106, -27.25658, "[80688-]"
-49.52822, -27.09956, "[80689-]"
-49.52828, -27.09953, "[80690-]"
-46.42064, -23.94078, "[80717-]"
-46.42158, -23.93939, "[80718-]"
-46.41778, -23.94461, "[80719-]"
-46.41650, -23.94619, "[80720-]"
-38.38100, -12.92608, "[80745-]"
-46.42967, -23.92961, "[80755-]"
-46.42744, -23.93222, "[80769-]"
-48.05422, -15.88025, "[80801-]"
-47.11631, -23.55383, "[80828-]"
